DaySum,MonthSum,QuantitySum,TotalPriceSum,CustomerCount,DayAvg,MonthAvg,QuantityAvg
2977,1382,789,2465.959999999999,200,14.885,6.91,3.945
2011,671,573,486.0099999999998,140,14.364285714285714,4.792857142857143,4.0928571428571425
1769,633,599,505.7400000000001,121,14.619834710743802,5.231404958677686,4.950413223140496
425,124,170,220.97000000000003,26,16.346153846153847,4.769230769230769,6.538461538461538
395,91,124,165.89,25,15.8,3.64,4.96
560,161,182,256.54,36,15.555555555555555,4.472222222222222,5.055555555555555
318,86,68,134.78,21,15.142857142857142,4.095238095238095,3.238095238095238
140,32,28,56.78,11,12.727272727272727,2.909090909090909,2.5454545454545454
107,49,9,21.909999999999997,9,11.88888888888889,5.444444444444445,1.0
997,463,198,932.4000000000001,73,13.657534246575343,6.342465753424658,2.712328767123288
2133,1117,609,3230.0499999999984,144,14.8125,7.756944444444445,4.229166666666667
1576,847,240,1017.0,109,14.458715596330276,7.770642201834862,2.2018348623853212
1221,437,237,897.8000000000001,79,15.455696202531646,5.531645569620253,3.0
1555,735,304,1116.8899999999999,112,13.883928571428571,6.5625,2.7142857142857144
1450,644,262,996.89,106,13.679245283018869,6.0754716981132075,2.4716981132075473
980,378,148,572.2300000000002,66,14.848484848484848,5.7272727272727275,2.242424242424242
1265,531,288,1077.8200000000002,91,13.901098901098901,5.835164835164835,3.1648351648351647
2006,896,378,1459.07,143,14.027972027972028,6.265734265734266,2.6433566433566433
2729,1164,637,2213.0899999999965,168,16.24404761904762,6.928571428571429,3.7916666666666665
617,206,-17,476.41,40,15.425,5.15,-0.425
370,122,27,618.66,21,17.61904761904762,5.809523809523809,1.2857142857142858
4,5,-8,0.0,1,4.0,5.0,-8.0
432,123,41,699.63,24,18.0,5.125,1.7083333333333333
8185,4123,4486,19958.52000000002,519,15.770712909441233,7.944123314065511,8.64354527938343
8260,4093,3226,11226.769999999991,513,16.101364522417153,7.978557504873295,6.288499025341131
6708,3272,2053,8387.920000000002,423,15.858156028368795,7.735224586288416,4.8534278959810875
10083,5092,3513,17609.53000000006,655,15.393893129770992,7.774045801526718,5.363358778625954
144,47,-41,147.88,12,12.0,3.9166666666666665,-3.4166666666666665
209,87,27,566.17,18,11.61111111111111,4.833333333333333,1.5
36,24,2,1.95,2,18.0,12.0,1.0
5317,2501,1932,3576.3300000000017,322,16.512422360248447,7.767080745341615,6.0
2431,1159,5775,2345.5,166,14.644578313253012,6.981927710843373,34.78915662650602
3399,1584,8600,3430.0,232,14.650862068965518,6.827586206896552,37.06896551724138
5194,2223,10501,4301.42,339,15.321533923303836,6.557522123893805,30.976401179941004
3319,1461,6727,2737.34,220,15.086363636363636,6.640909090909091,30.577272727272728
3125,1354,6350,2593.0,213,14.671361502347418,6.356807511737089,29.812206572769952
338,187,501,288.5,26,13.0,7.1923076923076925,19.26923076923077
1886,819,1835,788.9699999999998,117,16.11965811965812,7.0,15.683760683760683
5090,2200,4946,2095.9699999999934,327,15.565749235474007,6.72782874617737,15.125382262996942
4214,1771,3308,1415.1999999999964,265,15.90188679245283,6.683018867924528,12.483018867924528
3151,1334,2478,1041.9399999999991,215,14.655813953488373,6.2046511627906975,11.525581395348837
4268,1819,3741,1572.2799999999954,274,15.576642335766424,6.638686131386861,13.653284671532846
4,6,-9,0.0,1,4.0,6.0,-9.0
423,195,287,132.44000000000008,39,10.846153846153847,5.0,7.358974358974359
3672,1615,3183,1374.099999999997,250,14.688,6.46,12.732
820,331,502,213.35000000000005,59,13.898305084745763,5.610169491525424,8.508474576271187
7756,3409,3241,21561.64,506,15.328063241106719,6.737154150197629,6.405138339920948
7462,3231,1751,13563.50999999996,489,15.259713701431492,6.607361963190184,3.5807770961145193
2222,923,399,3496.4900000000034,173,12.84393063583815,5.335260115606936,2.30635838150289
1983,787,204,1485.120000000001,124,15.991935483870968,6.346774193548387,1.6451612903225807
1935,786,716,721.3800000000009,113,17.123893805309734,6.95575221238938,6.336283185840708
3948,1587,1507,3655.9200000000055,264,14.954545454545455,6.011363636363637,5.708333333333333
5330,2249,1329,6553.319999999995,361,14.76454293628809,6.229916897506925,3.6814404432132966
2587,1105,363,1844.5300000000025,170,15.217647058823529,6.5,2.135294117647059
5884,2279,2453,5930.8100000000295,370,15.902702702702703,6.15945945945946,6.629729729729729
1007,386,198,1183.46,70,14.385714285714286,5.514285714285714,2.8285714285714287
47,14,3,18.75,3,15.666666666666666,4.666666666666667,1.0
3887,1588,845,4649.799999999995,261,14.89272030651341,6.084291187739463,3.2375478927203063
2615,1222,1975,1690.2300000000037,176,14.857954545454545,6.943181818181818,11.221590909090908
345,139,67,253.53000000000006,24,14.375,5.791666666666667,2.7916666666666665
1023,451,369,350.46999999999997,70,14.614285714285714,6.442857142857143,5.271428571428571
1665,693,980,2512.970000000004,118,14.110169491525424,5.872881355932203,8.305084745762711
2319,1054,551,1843.6100000000026,163,14.226993865030675,6.466257668711656,3.3803680981595092
6756,2848,2134,5557.870000000024,427,15.822014051522249,6.669789227166277,4.9976580796252925
9218,3826,3926,9712.879999999994,598,15.414715719063546,6.39799331103679,6.565217391304348
3313,1378,1280,3122.2800000000043,217,15.267281105990783,6.350230414746544,5.8986175115207375
436,175,324,380.36,28,15.571428571428571,6.25,11.571428571428571
2253,900,1395,2803.1300000000015,159,14.169811320754716,5.660377358490566,8.773584905660377
1852,689,1039,1823.5700000000015,126,14.698412698412698,5.468253968253968,8.246031746031745
1226,556,252,585.3399999999999,78,15.717948717948717,7.128205128205129,3.230769230769231
2639,1140,713,1649.1500000000017,177,14.909604519774012,6.440677966101695,4.028248587570621
1866,830,681,1660.0100000000014,134,13.925373134328359,6.1940298507462686,5.082089552238806
811,344,168,391.7199999999999,55,14.745454545454546,6.254545454545455,3.0545454545454547
1076,379,181,444.06999999999977,62,17.35483870967742,6.112903225806452,2.9193548387096775
1222,604,240,563.6699999999998,80,15.275,7.55,3.0
2509,1219,1065,1753.2500000000018,160,15.68125,7.61875,6.65625
1080,414,679,1688.6999999999998,71,15.211267605633802,5.830985915492958,9.56338028169014
369,191,192,480.7500000000001,32,11.53125,5.96875,6.0
2349,1022,1496,3447.600000000001,139,16.899280575539567,7.35251798561151,10.762589928057555
1,10,-14,0.0,1,1.0,10.0,-14.0
2586,1302,1057,1933.6399999999999,160,16.1625,8.1375,6.60625
3719,1627,2162,2164.4600000000014,231,16.0995670995671,7.043290043290043,9.35930735930736
53,9,1,8.34,3,17.666666666666668,3.0,0.3333333333333333
36,21,3,16.94,3,12.0,7.0,1.0
1242,411,756,2089.640000000001,80,15.525,5.1375,9.45
27,7,-14,0.0,1,27.0,7.0,-14.0
732,246,180,661.9300000000002,43,17.023255813953487,5.72093023255814,4.186046511627907
213,52,102,153.29000000000002,11,19.363636363636363,4.7272727272727275,9.272727272727273
2440,1176,866,1349.1699999999994,140,17.428571428571427,8.4,6.185714285714286
2419,1197,822,1288.3399999999995,142,17.035211267605632,8.429577464788732,5.788732394366197
1617,823,528,1013.0100000000001,106,15.254716981132075,7.764150943396227,4.981132075471698
1379,724,350,770.8699999999999,100,13.79,7.24,3.5
2887,1377,884,1481.3999999999992,169,17.08284023668639,8.14792899408284,5.230769230769231
2852,1386,-596,1451.9899999999993,175,16.297142857142855,7.92,-3.4057142857142857
7491,3026,2331,24304.82999999999,495,15.133333333333333,6.113131313131313,4.709090909090909
1683,687,-427,1923.2399999999989,114,14.763157894736842,6.026315789473684,-3.745614035087719
3344,1453,3268,22970.290000000095,228,14.666666666666666,6.37280701754386,14.333333333333334
1477,686,212,1307.7600000000016,100,14.77,6.86,2.12
2607,1071,411,2967.310000000001,174,14.982758620689655,6.155172413793103,2.3620689655172415
1665,509,773,1543.8500000000017,106,15.70754716981132,4.80188679245283,7.2924528301886795
719,306,31,1299.8300000000002,48,14.979166666666666,6.375,0.6458333333333334
525,241,62,1146.7000000000003,35,15.0,6.885714285714286,1.7714285714285714
694,334,73,687.9500000000003,44,15.772727272727273,7.590909090909091,1.6590909090909092
552,259,68,709.1899999999999,36,15.333333333333334,7.194444444444445,1.8888888888888888
388,151,169,896.0100000000001,27,14.37037037037037,5.592592592592593,6.2592592592592595
212,169,55,489.74000000000024,26,8.153846153846153,6.5,2.1153846153846154
544,252,124,882.7099999999998,43,12.651162790697674,5.8604651162790695,2.883720930232558
394,202,807,481.95000000000016,29,13.586206896551724,6.9655172413793105,27.82758620689655
237,114,264,374.96000000000004,18,13.166666666666666,6.333333333333333,14.666666666666666
1474,667,897,709.6600000000001,81,18.19753086419753,8.234567901234568,11.074074074074074
103,44,-30,136.25,7,14.714285714285714,6.285714285714286,-4.285714285714286
695,322,216,551.96,42,16.547619047619047,7.666666666666667,5.142857142857143
1388,631,662,644.0300000000001,85,16.32941176470588,7.423529411764706,7.788235294117647
766,368,1104,451.5899999999999,50,15.32,7.36,22.08
1986,904,2216,784.4800000000004,111,17.89189189189189,8.144144144144144,19.963963963963963
999,429,529,728.31,62,16.112903225806452,6.919354838709677,8.53225806451613
597,268,361,237.5,38,15.710526315789474,7.052631578947368,9.5
29,7,-25,-39.6,2,14.5,3.5,-12.5
550,283,117,245.70000000000002,31,17.741935483870968,9.129032258064516,3.774193548387097
1140,595,606,991.5399999999997,70,16.285714285714285,8.5,8.657142857142857
2138,1043,2526,688.2899999999995,140,15.271428571428572,7.45,18.042857142857144
187,81,197,208.47,14,13.357142857142858,5.785714285714286,14.071428571428571
12,3,-6,0.0,1,12.0,3.0,-6.0
880,354,983,509.3599999999999,63,13.968253968253968,5.619047619047619,15.603174603174603
10,65,19,0.0,6,1.6666666666666667,10.833333333333334,3.1666666666666665
802,215,200,444.5799999999998,48,16.708333333333332,4.479166666666667,4.166666666666667
219,110,30,223.45999999999998,17,12.882352941176471,6.470588235294118,1.7647058823529411
3445,1308,851,3597.05,242,14.235537190082646,5.404958677685951,3.5165289256198347
40,35,6,17.85,6,6.666666666666667,5.833333333333333,1.0
331,157,70,557.3000000000001,28,11.821428571428571,5.607142857142857,2.5
296,123,119,353.97,21,14.095238095238095,5.857142857142857,5.666666666666667
565,283,412,283.5100000000001,43,13.13953488372093,6.5813953488372094,9.581395348837209
48,44,1,0.0,6,8.0,7.333333333333333,0.16666666666666666
7087,2886,5444,7424.989999999982,458,15.473799126637555,6.301310043668122,11.88646288209607
7250,2917,5205,7020.989999999976,451,16.075388026607538,6.467849223946785,11.541019955654102
6101,2416,4188,6045.039999999979,390,15.643589743589743,6.194871794871795,10.738461538461538
5925,2530,4269,5863.729999999984,388,15.27061855670103,6.520618556701031,11.00257731958763
6576,2699,4963,6738.349999999981,426,15.43661971830986,6.335680751173709,11.650234741784038
6216,2466,4279,5927.799999999979,386,16.10362694300518,6.38860103626943,11.085492227979275
1747,734,622,563.16,112,15.598214285714286,6.553571428571429,5.553571428571429
946,428,257,245.35999999999981,61,15.508196721311476,7.016393442622951,4.213114754098361
1790,763,823,727.6400000000001,120,14.916666666666666,6.358333333333333,6.858333333333333
404,217,125,111.85999999999999,32,12.625,6.78125,3.90625
2166,947,1140,1028.5800000000006,138,15.695652173913043,6.86231884057971,8.26086956521739
1654,759,868,786.3100000000002,103,16.058252427184467,7.368932038834951,8.427184466019417
40,9,0,19.9,3,13.333333333333334,3.0,0.0
1027,398,167,916.11,58,17.70689655172414,6.862068965517241,2.8793103448275863
988,377,272,948.7000000000003,59,16.74576271186441,6.389830508474576,4.610169491525424
751,365,721,622.3000000000006,49,15.326530612244898,7.448979591836735,14.714285714285714
338,124,36,1311.6900000000003,22,15.363636363636363,5.636363636363637,1.6363636363636365
898,357,11,1101.2800000000007,58,15.482758620689655,6.155172413793103,0.1896551724137931
494,144,-228,369.87,27,18.296296296296298,5.333333333333333,-8.444444444444445
180,60,62,90.0,11,16.363636363636363,5.454545454545454,5.636363636363637
170,47,-59,63.75,10,17.0,4.7,-5.9
909,356,286,1143.310000000001,53,17.150943396226417,6.716981132075472,5.39622641509434
362,169,307,840.3300000000003,24,15.083333333333334,7.041666666666667,12.791666666666666
667,261,290,875.3800000000006,42,15.880952380952381,6.214285714285714,6.904761904761905
536,213,-102,654.7000000000003,36,14.88888888888889,5.916666666666667,-2.8333333333333335
764,304,296,164.16999999999996,45,16.977777777777778,6.7555555555555555,6.5777777777777775
3118,1149,400,2304.339999999999,204,15.284313725490197,5.632352941176471,1.9607843137254901
4657,2198,9303,3492.3499999999945,304,15.319078947368421,7.230263157894737,30.601973684210527
3997,1878,5139,4035.4199999999914,252,15.86111111111111,7.4523809523809526,20.392857142857142
2181,1092,1439,1430.5699999999974,146,14.938356164383562,7.47945205479452,9.856164383561644
1759,802,347,1621.7599999999998,121,14.537190082644628,6.628099173553719,2.8677685950413223
1114,543,160,763.6600000000007,74,15.054054054054054,7.337837837837838,2.1621621621621623
980,425,190,863.1100000000002,66,14.848484848484848,6.4393939393939394,2.878787878787879
880,381,133,607.2300000000002,59,14.915254237288135,6.4576271186440675,2.2542372881355934
710,301,107,501.9799999999999,45,15.777777777777779,6.688888888888889,2.3777777777777778
508,252,104,513.02,36,14.11111111111111,7.0,2.888888888888889
2507,1082,779,1804.2900000000009,167,15.011976047904191,6.479041916167665,4.664670658682635
3505,1402,1637,2993.1500000000005,233,15.042918454935622,6.017167381974249,7.0257510729613735
3588,1425,1330,3507.1700000000105,232,15.46551724137931,6.142241379310345,5.732758620689655
3801,1501,1433,3893.3200000000115,247,15.388663967611336,6.076923076923077,5.801619433198381
625,155,371,946.9300000000003,43,14.534883720930232,3.604651162790698,8.627906976744185
3534,1405,1493,2113.390000000003,232,15.232758620689655,6.056034482758621,6.435344827586207
868,363,345,307.4399999999999,59,14.711864406779661,6.1525423728813555,5.8474576271186445
137,39,57,48.45,8,17.125,4.875,7.125
568,204,195,179.45999999999995,35,16.228571428571428,5.828571428571428,5.571428571428571
617,271,97,94.67999999999995,37,16.675675675675677,7.324324324324325,2.6216216216216215
939,391,401,353.48000000000013,61,15.39344262295082,6.409836065573771,6.573770491803279
1329,538,408,355.8299999999999,81,16.40740740740741,6.6419753086419755,5.037037037037037
784,319,301,277.23999999999984,50,15.68,6.38,6.02
571,262,237,204.68999999999994,42,13.595238095238095,6.238095238095238,5.642857142857143
2236,908,504,2450.7799999999997,141,15.858156028368795,6.439716312056738,3.574468085106383
14085,6116,13823,23651.67999999997,874,16.115560640732266,6.997711670480549,15.81578947368421
11929,5380,7825,23075.790000000172,773,15.432082794307892,6.959896507115136,10.122897800776197
1359,547,120,2194.5,97,14.010309278350515,5.639175257731959,1.2371134020618557
102,49,116,136.05000000000004,9,11.333333333333334,5.444444444444445,12.88888888888889
344,166,45,150.48,27,12.74074074074074,6.148148148148148,1.6666666666666667
1960,968,256,708.98,113,17.345132743362832,8.56637168141593,2.265486725663717
597,346,147,480.1700000000001,40,14.925,8.65,3.675
1378,686,195,1173.5300000000007,94,14.659574468085106,7.297872340425532,2.074468085106383
692,347,211,864.0500000000001,53,13.056603773584905,6.547169811320755,3.981132075471698
2192,1152,510,1563.5500000000015,132,16.606060606060606,8.727272727272727,3.8636363636363638
3359,1469,934,3471.98,219,15.337899543378995,6.707762557077626,4.264840182648402
3439,1415,3060,3748.1800000000026,231,14.887445887445887,6.125541125541125,13.246753246753247
842,330,473,630.6100000000001,55,15.309090909090909,6.0,8.6
2163,846,1955,3860.2899999999972,143,15.125874125874127,5.916083916083916,13.671328671328672
425,151,91,209.60999999999996,25,17.0,6.04,3.64
12220,5133,2760,16931.320000000054,806,15.161290322580646,6.36848635235732,3.424317617866005
9501,4049,2030,12548.910000000016,656,14.483231707317072,6.172256097560975,3.0945121951219514
4318,1713,821,5077.6599999999935,285,15.150877192982456,6.010526315789473,2.880701754385965
41,12,6,29.700000000000003,3,13.666666666666666,4.0,2.0
505,209,41,427.45999999999987,33,15.303030303030303,6.333333333333333,1.2424242424242424
170,62,8,299.49999999999994,11,15.454545454545455,5.636363636363637,0.7272727272727273
77,44,0,169.75,7,11.0,6.285714285714286,0.0
27,7,-2,0.0,1,27.0,7.0,-2.0
27,11,6,607.6500000000001,3,9.0,3.6666666666666665,2.0
6330,2740,1635,7909.079999999957,392,16.147959183673468,6.989795918367347,4.170918367346939
2369,999,1170,1154.1700000000014,164,14.445121951219512,6.091463414634147,7.134146341463414
2864,1242,1094,1151.1500000000017,188,15.23404255319149,6.6063829787234045,5.819148936170213
2035,888,512,713.1099999999998,140,14.535714285714286,6.3428571428571425,3.657142857142857
120,41,2,55.65000000000001,10,12.0,4.1,0.2
1460,598,107,2393.600000000002,112,13.035714285714286,5.339285714285714,0.9553571428571429
687,275,51,613.1700000000003,50,13.74,5.5,1.02
94,38,265,269.61,8,11.75,4.75,33.125
3821,1592,1853,909.0100000000012,237,16.122362869198312,6.717299578059071,7.818565400843882
4276,1847,8350,6743.650000000001,252,16.96825396825397,7.329365079365079,33.13492063492063
1568,671,1275,1014.1399999999996,91,17.23076923076923,7.373626373626373,14.010989010989011
1631,697,908,789.1999999999999,98,16.642857142857142,7.112244897959184,9.26530612244898
14914,6766,14443,12443.71000000006,944,15.798728813559322,7.1673728813559325,15.29978813559322
9937,4402,7854,10490.649999999992,617,16.105348460291733,7.13452188006483,12.72933549432739
1056,454,327,1439.7700000000002,79,13.367088607594937,5.746835443037975,4.139240506329114
1187,575,264,1296.6100000000008,76,15.618421052631579,7.565789473684211,3.473684210526316
1695,728,529,2201.5699999999997,109,15.55045871559633,6.678899082568807,4.853211009174312
1987,872,1182,515.14,128,15.5234375,6.8125,9.234375
3007,1346,2124,919.9799999999989,184,16.342391304347824,7.315217391304348,11.543478260869565
3133,1586,2372,1031.5599999999995,202,15.509900990099009,7.851485148514851,11.742574257425742
1219,642,235,830.0300000000001,71,17.169014084507044,9.04225352112676,3.3098591549295775
28,1,-1,0.0,1,28.0,1.0,-1.0
28,4,-3,0.0,1,28.0,4.0,-3.0
596,309,374,189.41999999999996,37,16.10810810810811,8.35135135135135,10.108108108108109
772,430,186,641.58,50,15.44,8.6,3.72
2055,1032,1898,1119.5600000000013,126,16.30952380952381,8.19047619047619,15.063492063492063
4650,2336,5751,2949.0399999999954,271,17.15867158671587,8.619926199261993,21.22140221402214
4323,2071,4593,2668.6799999999994,261,16.563218390804597,7.934865900383142,17.597701149425287
1667,845,380,1681.9200000000003,104,16.028846153846153,8.125,3.6538461538461537
1906,978,542,2245.82,115,16.57391304347826,8.504347826086956,4.71304347826087
327,137,48,117.57,19,17.210526315789473,7.2105263157894735,2.526315789473684
457,257,-141,271.68,32,14.28125,8.03125,-4.40625
164,84,34,49.3,9,18.22222222222222,9.333333333333334,3.7777777777777777
1133,538,824,414.6299999999998,67,16.91044776119403,8.029850746268657,12.298507462686567
3136,1544,2610,1322.4999999999986,181,17.325966850828728,8.530386740331492,14.41988950276243
2419,1212,2459,1067.8199999999988,136,17.78676470588235,8.911764705882353,18.080882352941178
1660,768,92,1267.22,99,16.767676767676768,7.757575757575758,0.9292929292929293
1124,539,239,992.0500000000001,64,17.5625,8.421875,3.734375
1844,964,737,754.7500000000001,108,17.074074074074073,8.925925925925926,6.824074074074074
1824,924,1283,854.7400000000004,108,16.88888888888889,8.555555555555555,11.87962962962963
2077,999,1790,1068.0100000000004,123,16.88617886178862,8.121951219512194,14.552845528455284
4,8,-14,0.0,1,4.0,8.0,-14.0
568,237,124,181.43,40,14.2,5.925,3.1
83,19,-36,7.5,4,20.75,4.75,-9.0
1380,591,333,439.5399999999998,87,15.862068965517242,6.793103448275862,3.8275862068965516
2792,1156,4448,1460.7399999999964,185,15.091891891891892,6.248648648648649,24.043243243243243
1690,668,1212,1107.0700000000002,112,15.089285714285714,5.964285714285714,10.821428571428571
3573,1469,935,1758.7499999999993,206,17.344660194174757,7.131067961165049,4.538834951456311
2727,1332,2586,4543.730000000003,172,15.854651162790697,7.744186046511628,15.034883720930232
84,19,-11,26.490000000000002,5,16.8,3.8,-2.2
54,10,-35,5.45,2,27.0,5.0,-17.5
471,220,154,314.5,26,18.115384615384617,8.461538461538462,5.923076923076923
9055,3652,1628,18884.75000000006,585,15.478632478632479,6.242735042735043,2.782905982905983
2575,1005,1828,5112.039999999995,169,15.236686390532544,5.946745562130178,10.816568047337277
1392,576,1855,1645.4500000000023,91,15.296703296703297,6.329670329670329,20.384615384615383
1546,703,412,1147.5699999999997,104,14.865384615384615,6.759615384615385,3.9615384615384617
384,198,76,178.88999999999993,33,11.636363636363637,6.0,2.303030303030303
912,434,175,558.8299999999997,69,13.217391304347826,6.2898550724637685,2.536231884057971
760,346,94,340.0799999999999,56,13.571428571428571,6.178571428571429,1.6785714285714286
965,389,141,454.98999999999995,63,15.317460317460318,6.174603174603175,2.238095238095238
5,3,-2,0.0,1,5.0,3.0,-2.0
27,7,-12,0.0,1,27.0,7.0,-12.0
2771,1238,809,2001.7900000000031,188,14.73936170212766,6.585106382978723,4.303191489361702
1689,782,234,625.2300000000004,111,15.216216216216216,7.045045045045045,2.108108108108108
2971,1304,750,1296.1300000000008,197,15.081218274111675,6.619289340101523,3.8071065989847717
2019,906,353,486.4999999999997,134,15.067164179104477,6.7611940298507465,2.6343283582089554
4545,2091,2418,3162.8399999999992,322,14.114906832298137,6.4937888198757765,7.509316770186335
2132,988,1363,1828.9599999999998,171,12.467836257309942,5.777777777777778,7.970760233918129
5734,2563,4769,5940.269999999996,374,15.331550802139038,6.852941176470588,12.751336898395722
2252,1081,1280,1442.2599999999995,149,15.114093959731544,7.25503355704698,8.590604026845638
1713,868,1530,1737.9799999999993,123,13.926829268292684,7.056910569105691,12.439024390243903
4796,2038,2959,4122.220000000002,304,15.776315789473685,6.703947368421052,9.733552631578947
2309,1084,2027,2394.379999999999,154,14.993506493506494,7.038961038961039,13.162337662337663
5153,2470,3754,4775.609999999997,345,14.936231884057971,7.159420289855072,10.881159420289855
5529,2541,4366,5808.009999999996,370,14.943243243243243,6.867567567567567,11.8
3404,1376,2511,2162.0000000000045,231,14.735930735930737,5.956709956709957,10.87012987012987
1236,606,1178,386.77000000000004,96,12.875,6.3125,12.270833333333334
3777,1590,1891,850.9799999999985,242,15.607438016528926,6.570247933884297,7.81404958677686
1024,475,1102,383.11000000000007,79,12.962025316455696,6.012658227848101,13.949367088607595
956,490,706,252.4700000000001,73,13.095890410958905,6.712328767123288,9.67123287671233
1830,917,1652,725.229999999999,134,13.656716417910447,6.843283582089552,12.328358208955224
1332,564,1166,413.76,93,14.32258064516129,6.064516129032258,12.53763440860215
6231,2930,1622,6610.790000000003,389,16.017994858611825,7.532133676092545,4.169665809768637
9729,4565,6377,8829.789999999999,607,16.028006589785832,7.520593080724876,10.505766062602966
3803,1717,1006,3671.0599999999986,244,15.586065573770492,7.036885245901639,4.122950819672131
6991,3111,8079,10466.679999999964,452,15.466814159292035,6.882743362831858,17.873893805309734
6652,3115,3183,4305.910000000004,424,15.68867924528302,7.346698113207547,7.507075471698113
2153,946,557,908.3300000000003,135,15.948148148148148,7.007407407407407,4.125925925925926
39,22,-3,12.72,3,13.0,7.333333333333333,-1.0
1812,680,940,2269.3399999999965,117,15.487179487179487,5.811965811965812,8.034188034188034
119,13,443,1268.1899999999998,5,23.8,2.6,88.6
453,117,476,1541.1100000000001,28,16.178571428571427,4.178571428571429,17.0
4459,1979,2643,1733.2700000000036,290,15.375862068965517,6.824137931034483,9.113793103448275
5689,2648,3230,2197.820000000009,380,14.971052631578948,6.968421052631579,8.5
4729,2193,1824,1274.6400000000024,320,14.778125,6.853125,5.7
3317,1561,1966,1264.9700000000016,218,15.215596330275229,7.160550458715596,9.01834862385321
2757,1208,1149,2467.0300000000007,184,14.983695652173912,6.565217391304348,6.244565217391305
323,154,54,107.1,26,12.423076923076923,5.923076923076923,2.076923076923077
2520,1093,761,823.7100000000004,161,15.652173913043478,6.788819875776397,4.726708074534161
2703,1177,564,4356.059999999997,180,15.016666666666667,6.538888888888889,3.1333333333333333
5777,2383,2283,5004.079999999994,373,15.487935656836461,6.388739946380697,6.120643431635389
7250,3157,3747,7701.820000000002,478,15.167364016736402,6.604602510460251,7.838912133891213
103,45,35,59.400000000000006,9,11.444444444444445,5.0,3.888888888888889
413,168,77,183.41000000000003,33,12.515151515151516,5.090909090909091,2.3333333333333335
6278,2761,1792,7062.700000000004,401,15.655860349127183,6.885286783042394,4.468827930174563
2332,980,395,1554.5800000000004,150,15.546666666666667,6.533333333333333,2.6333333333333333
9954,4553,7843,10298.559999999994,615,16.185365853658535,7.403252032520325,12.752845528455284
10490,4646,22066,26247.82999999997,677,15.49483013293944,6.862629246676514,32.59379615952733
5798,2574,4576,1963.8299999999958,367,15.798365122615804,7.013623978201635,12.46866485013624
3675,1623,4143,1698.569999999998,230,15.978260869565217,7.056521739130435,18.01304347826087
5699,2688,6851,2943.949999999993,378,15.076719576719576,7.111111111111111,18.124338624338623
3243,1210,900,6952.309999999988,211,15.369668246445498,5.734597156398104,4.265402843601896
28,4,-5,0.0,1,28.0,4.0,-5.0
1031,383,397,496.25,70,14.728571428571428,5.4714285714285715,5.671428571428572
1071,386,400,492.40000000000003,62,17.274193548387096,6.225806451612903,6.451612903225806
1746,711,592,722.4,109,16.01834862385321,6.522935779816514,5.431192660550459
12987,5257,10205,20670.019999999928,823,15.780072904009721,6.387606318347509,12.399756986634264
13523,5814,10785,22794.069999999927,885,15.280225988700565,6.569491525423729,12.186440677966102
11317,4697,6447,14024.919999999924,720,15.718055555555555,6.523611111111111,8.954166666666667
18710,7938,13320,30167.78999999989,1214,15.411861614497528,6.538714991762768,10.971993410214168
7157,3032,2691,4946.630000000005,457,15.660831509846828,6.634573304157549,5.888402625820569
6666,2846,2663,4929.58000000001,425,15.684705882352942,6.696470588235294,6.265882352941176
6328,2893,2411,4463.780000000005,413,15.322033898305085,7.004842615012106,5.837772397094431
8125,3726,3392,6296.960000000011,532,15.272556390977444,7.003759398496241,6.37593984962406
8193,3322,3931,11513.990000000036,546,15.005494505494505,6.084249084249084,7.1996336996337
3511,1410,1593,4854.599999999994,262,13.400763358778626,5.3816793893129775,6.080152671755725
1613,799,275,302.80999999999983,104,15.509615384615385,7.6826923076923075,2.644230769230769
772,375,119,134.48999999999992,50,15.44,7.5,2.38
1523,736,337,310.1899999999998,101,15.07920792079208,7.287128712871287,3.3366336633663365
1588,860,358,373.3399999999997,106,14.981132075471699,8.11320754716981,3.3773584905660377
405,179,86,75.34999999999997,25,16.2,7.16,3.44
2543,926,813,1142.1500000000012,159,15.9937106918239,5.823899371069182,5.113207547169812
2385,1033,641,979.4800000000007,156,15.288461538461538,6.621794871794871,4.108974358974359
2344,1004,801,1054.4400000000007,145,16.16551724137931,6.924137931034482,5.524137931034483
2927,1293,1230,7597.019999999997,210,13.938095238095238,6.1571428571428575,5.857142857142857
3883,1635,5275,1583.4100000000008,239,16.246861924686193,6.841004184100418,22.07112970711297
1051,436,333,496.17999999999984,67,15.686567164179104,6.507462686567164,4.970149253731344
419,215,298,229.0999999999999,32,13.09375,6.71875,9.3125
5568,2463,2113,3457.1500000000096,367,15.1716621253406,6.7111716621253406,5.7574931880108995
10014,4247,12269,6081.849999999995,641,15.622464898595943,6.625585023400936,19.140405616224648
6165,2707,5201,2871.000000000001,408,15.110294117647058,6.634803921568627,12.747549019607844
13780,5887,24753,12189.470000000012,896,15.379464285714286,6.5703125,27.626116071428573
4819,1948,6555,2083.4800000000005,303,15.904290429042904,6.429042904290429,21.633663366336634
4245,1921,5475,1652.6300000000006,277,15.324909747292418,6.935018050541516,19.76534296028881
5797,2621,7611,2303.7499999999977,372,15.583333333333334,7.045698924731183,20.45967741935484
2403,1076,2277,770.7099999999995,156,15.403846153846153,6.897435897435898,14.596153846153847
3441,1525,3413,1099.5499999999997,219,15.712328767123287,6.963470319634703,15.584474885844749
6805,2654,8803,2737.6299999999983,434,15.679723502304148,6.11520737327189,20.283410138248847
