country,customer_id,invoice,price,stream_id,times_viewed,year,month,day
United Kingdom,13313.0,489880,1.65,20726,10,2017,11,29
United Kingdom,13313.0,489880,2.95,21262,6,2017,11,29
United Kingdom,13313.0,489880,0.21,84270,1,2017,11,29
United Kingdom,13313.0,489880,0.06,35015,17,2017,11,29
United Kingdom,,489857,2.5700000000000003,21071,2,2017,11,29
United Kingdom,15794.0,489868,7.95,22415,1,2017,11,29
United Kingdom,15794.0,489868,3.75,21282,14,2017,11,29
United Kingdom,,489857,7.78,21821,2,2017,11,29
United Kingdom,,489857,3.04,21823,1,2017,11,29
United Kingdom,,489857,3.04,21824,1,2017,11,29
United Kingdom,,489857,3.04,21825,1,2017,11,29
United Kingdom,,489857,0.43,21829,1,2017,11,29
United Kingdom,,489857,3.43,21832,1,2017,11,29
United Kingdom,,489857,3.43,21833,2,2017,11,29
United Kingdom,,489857,14.74,21837,1,2017,11,29
United Kingdom,,489857,5.17,21842,2,2017,11,29
United Kingdom,,489857,21.7,21843,2,2017,11,29
United Kingdom,,489857,4.3,21846,4,2017,11,29
United Kingdom,,489857,4.3,21851,1,2017,11,29
United Kingdom,,489857,3.43,21868,1,2017,11,29
United Kingdom,,489857,3.43,21870,3,2017,11,29
United Kingdom,,489857,3.43,21871,4,2017,11,29
United Kingdom,,489857,3.43,21874,1,2017,11,29
United Kingdom,,489857,3.43,21875,1,2017,11,29
United Kingdom,,489857,3.43,21877,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21880,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21881,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21889,3,2017,11,29
United Kingdom,,489857,3.04,21815,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,21811,1,2017,11,29
United Kingdom,,489857,7.78,21808,2,2017,11,29
United Kingdom,,489857,0.87,21807,3,2017,11,29
United Kingdom,,489857,6.04,21733,1,2017,11,29
United Kingdom,,489857,26.04,21735,1,2017,11,29
United Kingdom,,489857,6.04,21738,1,2017,11,29
United Kingdom,,489857,6.04,21739,1,2017,11,29
United Kingdom,,489857,6.04,21740,3,2017,11,29
United Kingdom,,489857,6.04,21741,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21747,1,2017,11,29
United Kingdom,,489857,12.13,21754,1,2017,11,29
United Kingdom,,489857,12.13,21755,1,2017,11,29
United Kingdom,,489857,12.13,21756,1,2017,11,29
United Kingdom,,489857,6.04,21890,2,2017,11,29
United Kingdom,,489857,30.39,21768,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21788,4,2017,11,29
United Kingdom,,489857,1.7000000000000002,21789,4,2017,11,29
United Kingdom,,489857,1.7000000000000002,21790,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,21791,4,2017,11,29
United Kingdom,,489857,0.87,21801,2,2017,11,29
United Kingdom,,489857,0.87,21802,4,2017,11,29
United Kingdom,,489857,0.87,21803,8,2017,11,29
United Kingdom,,489857,7.78,21804,2,2017,11,29
United Kingdom,,489857,0.87,21805,1,2017,11,29
United Kingdom,,489857,0.87,21806,7,2017,11,29
United Kingdom,,489857,2.5700000000000003,21775,1,2017,11,29
United Kingdom,,489857,3.43,21731,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21891,1,2017,11,29
United Kingdom,,489857,4.3,21896,1,2017,11,29
United Kingdom,,489857,3.43,22079,1,2017,11,29
United Kingdom,,489857,3.43,22080,1,2017,11,29
United Kingdom,,489857,3.43,22082,2,2017,11,29
United Kingdom,,489857,6.04,22083,2,2017,11,29
United Kingdom,,489857,6.04,22086,1,2017,11,29
United Kingdom,,489857,6.04,22087,2,2017,11,29
United Kingdom,,489857,6.04,22090,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,22091,8,2017,11,29
United Kingdom,,489857,2.5700000000000003,22094,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,22095,3,2017,11,29
United Kingdom,,489857,2.5700000000000003,22099,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,22100,2,2017,11,29
United Kingdom,,489857,7.78,22107,2,2017,11,29
United Kingdom,,489857,7.78,22109,2,2017,11,29
United Kingdom,,489857,7.78,22110,1,2017,11,29
United Kingdom,,489857,11.26,22111,3,2017,11,29
United Kingdom,,489857,11.26,22112,1,2017,11,29
United Kingdom,,489857,7.78,22113,3,2017,11,29
United Kingdom,,489857,8.65,22114,5,2017,11,29
United Kingdom,,489857,14.74,22119,1,2017,11,29
United Kingdom,,489857,13.0,22125,1,2017,11,29
United Kingdom,,489857,3.43,22077,3,2017,11,29
United Kingdom,,489857,3.43,22075,1,2017,11,29
United Kingdom,,489857,7.78,22072,3,2017,11,29
United Kingdom,,489857,3.43,22069,2,2017,11,29
United Kingdom,,489857,4.3,21908,3,2017,11,29
United Kingdom,,489857,17.35,21924,1,2017,11,29
United Kingdom,,489857,4.3,21928,1,2017,11,29
United Kingdom,,489857,4.3,21931,2,2017,11,29
United Kingdom,,489857,3.43,21934,1,2017,11,29
United Kingdom,,489857,3.43,21935,9,2017,11,29
United Kingdom,,489857,6.04,21937,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21942,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21944,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21945,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21892,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21947,2,2017,11,29
United Kingdom,,489857,3.04,21973,1,2017,11,29
United Kingdom,,489857,1.3,21975,1,2017,11,29
United Kingdom,,489857,1.3,21976,3,2017,11,29
United Kingdom,,489857,1.3,21977,1,2017,11,29
United Kingdom,,489857,0.8300000000000001,21980,1,2017,11,29
United Kingdom,,489857,0.8300000000000001,21981,1,2017,11,29
United Kingdom,,489857,0.86,22024,1,2017,11,29
United Kingdom,,489857,3.43,22055,2,2017,11,29
United Kingdom,,489857,3.43,22064,7,2017,11,29
United Kingdom,,489857,3.43,22067,2,2017,11,29
United Kingdom,,489857,13.87,21955,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21726,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21725,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21723,3,2017,11,29
United Kingdom,,489857,6.04,21253,1,2017,11,29
United Kingdom,,489857,3.43,21255,2,2017,11,29
United Kingdom,,489857,3.43,21256,2,2017,11,29
United Kingdom,,489857,4.3,21266,1,2017,11,29
United Kingdom,,489857,4.3,21267,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21272,1,2017,11,29
United Kingdom,,489857,3.43,21284,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,21294,5,2017,11,29
United Kingdom,,489857,1.7000000000000002,21326,3,2017,11,29
United Kingdom,,489857,3.43,21327,1,2017,11,29
United Kingdom,,489857,3.43,21329,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21355,1,2017,11,29
United Kingdom,,489857,6.04,21372,1,2017,11,29
United Kingdom,,489857,4.3,21412,1,2017,11,29
United Kingdom,,489857,8.65,21428,1,2017,11,29
United Kingdom,,489857,3.43,21429,2,2017,11,29
United Kingdom,,489857,7.78,21430,1,2017,11,29
United Kingdom,,489857,3.43,21431,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21445,1,2017,11,29
United Kingdom,,489857,21.7,21463,1,2017,11,29
United Kingdom,,489857,7.78,21466,2,2017,11,29
United Kingdom,,489857,3.43,21242,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21238,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,21232,15,2017,11,29
United Kingdom,,489857,2.5700000000000003,21231,14,2017,11,29
United Kingdom,,489857,2.5700000000000003,21098,9,2017,11,29
United Kingdom,,489857,3.43,21100,1,2017,11,29
United Kingdom,,489857,6.04,21107,1,2017,11,29
United Kingdom,,489857,5.17,21108,9,2017,11,29
United Kingdom,,489857,21.7,21133,1,2017,11,29
United Kingdom,,489857,26.04,21136,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,21154,1,2017,11,29
United Kingdom,,489857,3.43,21158,1,2017,11,29
United Kingdom,,489857,3.43,21159,2,2017,11,29
United Kingdom,,489857,3.43,21161,2,2017,11,29
United Kingdom,,489857,7.78,21472,1,2017,11,29
United Kingdom,,489857,3.43,21162,1,2017,11,29
United Kingdom,,489857,4.3,21166,4,2017,11,29
United Kingdom,,489857,4.3,21175,2,2017,11,29
United Kingdom,,489857,4.3,21181,4,2017,11,29
United Kingdom,,489857,4.3,21193,4,2017,11,29
United Kingdom,,489857,3.04,21210,1,2017,11,29
United Kingdom,,489857,1.3,21212,8,2017,11,29
United Kingdom,,489857,1.3,21213,4,2017,11,29
United Kingdom,,489857,11.26,21216,1,2017,11,29
United Kingdom,,489857,21.7,21217,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,21220,2,2017,11,29
United Kingdom,,489857,4.3,21165,1,2017,11,29
United Kingdom,,489857,7.78,21479,2,2017,11,29
United Kingdom,,489857,6.04,21481,2,2017,11,29
United Kingdom,,489857,6.04,21482,1,2017,11,29
United Kingdom,,489857,4.3,21638,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21641,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21642,9,2017,11,29
United Kingdom,,489857,2.5700000000000003,21643,1,2017,11,29
United Kingdom,,489857,3.43,21645,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,21648,3,2017,11,29
United Kingdom,,489857,3.43,21655,2,2017,11,29
United Kingdom,,489857,30.39,21659,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21665,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21668,6,2017,11,29
United Kingdom,,489857,2.5700000000000003,21637,2,2017,11,29
United Kingdom,,489857,2.5700000000000003,21671,3,2017,11,29
United Kingdom,,489857,1.7000000000000002,21675,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21676,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21678,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21679,4,2017,11,29
United Kingdom,,489857,1.7000000000000002,21680,1,2017,11,29
United Kingdom,,489857,8.65,21700,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21704,8,2017,11,29
United Kingdom,,489857,5.17,21717,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21719,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21721,1,2017,11,29
United Kingdom,,489857,2.5700000000000003,21672,3,2017,11,29
United Kingdom,,489857,1.7000000000000002,22132,3,2017,11,29
United Kingdom,,489857,14.74,21625,2,2017,11,29
United Kingdom,,489857,8.65,21595,1,2017,11,29
United Kingdom,,489857,7.78,21484,3,2017,11,29
United Kingdom,,489857,11.26,21485,2,2017,11,29
United Kingdom,,489857,4.3,21486,2,2017,11,29
United Kingdom,,489857,8.65,21489,1,2017,11,29
United Kingdom,,489857,4.3,21490,8,2017,11,29
United Kingdom,,489857,4.3,21491,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21493,2,2017,11,29
United Kingdom,,489857,5.17,21494,1,2017,11,29
United Kingdom,,489857,0.86,21508,1,2017,11,29
United Kingdom,,489857,0.86,21518,2,2017,11,29
United Kingdom,,489857,13.87,21622,1,2017,11,29
United Kingdom,,489857,17.35,21527,2,2017,11,29
United Kingdom,,489857,5.17,21531,1,2017,11,29
United Kingdom,,489857,10.39,21539,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21541,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21542,2,2017,11,29
United Kingdom,,489857,1.7000000000000002,21543,1,2017,11,29
United Kingdom,,489857,1.7000000000000002,21544,1,2017,11,29
United Kingdom,,489857,6.04,21548,1,2017,11,29
United Kingdom,,489857,6.04,21563,1,2017,11,29
United Kingdom,,489857,5.17,21577,5,2017,11,29
United Kingdom,,489857,5.17,21579,3,2017,11,29
United Kingdom,,489857,6.04,21529,1,2017,11,29
United Kingdom,15794.0,489868,2.95,21611,14,2017,11,29
United Kingdom,,489857,0.87,22135,1,2017,11,29
United Kingdom,,489857,11.26,22139,7,2017,11,29
United Kingdom,16200.0,489866,1.45,21171,4,2017,11,29
United Kingdom,16200.0,489866,0.55,82578,2,2017,11,29
United Kingdom,16200.0,489866,1.65,22055,1,2017,11,29
United Kingdom,16200.0,489866,1.45,37446,1,2017,11,29
United Kingdom,16200.0,489866,1.9500000000000002,21928,4,2017,11,29
United Kingdom,16200.0,489866,1.9500000000000002,21931,2,2017,11,29
United Kingdom,16200.0,489866,1.9500000000000002,21929,4,2017,11,29
United Kingdom,16200.0,489866,1.9500000000000002,85099F,5,2017,11,29
United Kingdom,16200.0,489866,1.9500000000000002,20712,4,2017,11,29
United Kingdom,16200.0,489866,1.9500000000000002,20711,2,2017,11,29
United Kingdom,16200.0,489866,1.9500000000000002,85099B,4,2017,11,29
United Kingdom,16200.0,489866,1.25,85129C,8,2017,11,29
United Kingdom,16200.0,489866,0.85,21384,8,2017,11,29
United Kingdom,16200.0,489866,0.85,21388,6,2017,11,29
United Kingdom,16200.0,489866,1.9500000000000002,84288B,12,2017,11,29
United Kingdom,16200.0,489866,6.75,21523,4,2017,11,29
United Kingdom,16200.0,489866,6.75,21524,2,2017,11,29
United Kingdom,16200.0,489866,6.75,48189,2,2017,11,29
United Kingdom,16200.0,489866,6.75,48187,2,2017,11,29
United Kingdom,16200.0,489866,6.75,48185,1,2017,11,29
United Kingdom,16200.0,489866,6.75,21955,2,2017,11,29
United Kingdom,16200.0,489866,0.85,47578A,1,2017,11,29
United Kingdom,16200.0,489866,1.25,21114,10,2017,11,29
United Kingdom,16200.0,489866,1.69,84879,12,2017,11,29
United Kingdom,16200.0,489866,0.55,82578,3,2017,11,29
United Kingdom,16200.0,489866,1.25,21877,6,2017,11,29
United Kingdom,16200.0,489866,1.25,84836,12,2017,11,29
United Kingdom,16200.0,489866,1.69,21133,6,2017,11,29
United Kingdom,16200.0,489866,2.55,21494,10,2017,11,29
United Kingdom,16200.0,489866,2.55,84347,4,2017,11,29
United Kingdom,16200.0,489866,2.95,22224,3,2017,11,29
United Kingdom,16200.0,489866,0.65,22265,15,2017,11,29
United Kingdom,16200.0,489866,0.65,22227,8,2017,11,29
United Kingdom,16200.0,489866,0.85,22216,10,2017,11,29
United Kingdom,16200.0,489866,0.85,84970S,24,2017,11,29
United Kingdom,16200.0,489866,0.85,71459,12,2017,11,29
United Kingdom,16200.0,489866,2.1,47568,2,2017,11,29
United Kingdom,16200.0,489866,9.95,21217,1,2017,11,29
United Kingdom,16200.0,489866,2.1,22212,3,2017,11,29
United Kingdom,16200.0,489866,1.65,79030G,12,2017,11,29
United Kingdom,16200.0,489866,1.65,79030A,6,2017,11,29
United Kingdom,16200.0,489866,1.25,21871,6,2017,11,29
United Kingdom,16200.0,489866,0.85,47578A,1,2017,11,29
United Kingdom,16200.0,489866,0.85,21313,1,2017,11,29
United Kingdom,16200.0,489866,0.65,22335,14,2017,11,29
United Kingdom,16200.0,489866,0.85,21313,5,2017,11,29
United Kingdom,16200.0,489866,0.55,82580,5,2017,11,29
United Kingdom,16200.0,489866,3.75,84509A,2,2017,11,29
United Kingdom,16200.0,489866,0.85,84970S,12,2017,11,29
United Kingdom,16200.0,489866,0.65,84755,0,2017,11,29
United Kingdom,16200.0,489866,3.75,21444,1,2017,11,29
United Kingdom,,489867,2.95,21252,2,2017,11,29
United Kingdom,,489867,3.75,20969,2,2017,11,29
United Kingdom,,489867,3.75,20970,2,2017,11,29
United Kingdom,,489867,4.25,22187,4,2017,11,29
United Kingdom,,489867,2.55,21281,3,2017,11,29
United Kingdom,,489867,2.55,21279,2,2017,11,29
United Kingdom,,489867,1.25,21232,4,2017,11,29
United Kingdom,,489867,1.25,21231,4,2017,11,29
United Kingdom,,489867,4.65,84792,2,2017,11,29
United Kingdom,,489867,2.95,22173,4,2017,11,29
United Kingdom,,489867,0.85,90167,12,2017,11,29
United Kingdom,,489867,6.75,79323W,4,2017,11,29
United Kingdom,15794.0,489868,2.1,85170A,6,2017,11,29
United Kingdom,15794.0,489868,2.95,21613,6,2017,11,29
United Kingdom,15794.0,489868,7.95,84690,6,2017,11,29
United Kingdom,15794.0,489868,5.45,22121,17,2017,11,29
United Kingdom,15794.0,489868,0.85,84970S,12,2017,11,29
United Kingdom,15794.0,489868,1.25,84946,12,2017,11,29
United Kingdom,15794.0,489868,1.9500000000000002,20713,10,2017,11,29
United Kingdom,15794.0,489868,2.95,22084,12,2017,11,29
United Kingdom,15794.0,489868,1.65,20886,10,2017,11,29
United Kingdom,16200.0,489866,1.65,22054,1,2017,11,29
United Kingdom,16200.0,489866,1.25,21231,5,2017,11,29
United Kingdom,16200.0,489866,1.25,21232,5,2017,11,29
United Kingdom,16200.0,489866,2.95,22088,1,2017,11,29
United Kingdom,16200.0,489866,4.65,84705A,1,2017,11,29
United Kingdom,16200.0,489866,4.65,84705D,1,2017,11,29
United Kingdom,16200.0,489866,5.95,21756,2,2017,11,29
United Kingdom,16200.0,489866,5.95,21754,3,2017,11,29
United Kingdom,16200.0,489866,5.95,21755,2,2017,11,29
United Kingdom,16200.0,489866,0.85,85231L,2,2017,11,29
United Kingdom,16200.0,489866,0.85,85231E,2,2017,11,29
United Kingdom,16200.0,489866,0.85,85231G,2,2017,11,29
United Kingdom,16200.0,489866,0.85,85231B,2,2017,11,29
United Kingdom,16200.0,489866,4.95,85042,4,2017,11,29
United Kingdom,16200.0,489866,2.95,21333,4,2017,11,29
United Kingdom,16200.0,489866,6.35,85047,2,2017,11,29
United Kingdom,16200.0,489866,12.75,85164B,1,2017,11,29
United Kingdom,16200.0,489866,12.75,85163A,1,2017,11,29
United Kingdom,16200.0,489866,9.95,85165,2,2017,11,29
United Kingdom,16200.0,489866,5.45,35004P,2,2017,11,29
United Kingdom,16200.0,489866,2.95,22186,2,2017,11,29
United Kingdom,16200.0,489866,3.75,85166A,3,2017,11,29
United Kingdom,16200.0,489866,4.65,84705A,1,2017,11,29
United Kingdom,16200.0,489866,4.65,84705F,2,2017,11,29
United Kingdom,16200.0,489866,1.25,85129A,6,2017,11,29
United Kingdom,16200.0,489866,2.95,22087,1,2017,11,29
United Kingdom,16200.0,489866,2.55,82482,3,2017,11,29
United Kingdom,16200.0,489866,1.25,21009,6,2017,11,29
United Kingdom,16200.0,489866,1.25,21010,6,2017,11,29
United Kingdom,16200.0,489866,1.65,22340,1,2017,11,29
United Kingdom,15917.0,489863,1.25,21358,1,2017,11,29
United Kingdom,15917.0,489863,1.25,22315,4,2017,11,29
United Kingdom,15917.0,489863,2.95,21933,1,2017,11,29
United Kingdom,15917.0,489863,1.25,20730,1,2017,11,29
United Kingdom,15917.0,489863,16.95,21262,1,2017,11,29
United Kingdom,15917.0,489863,5.55,16202B,1,2017,11,29
United Kingdom,15917.0,489863,6.35,20905,1,2017,11,29
United Kingdom,15917.0,489863,2.95,35965,1,2017,11,29
United Kingdom,15917.0,489863,5.95,21042,1,2017,11,29
United Kingdom,15917.0,489863,3.75,84029E,1,2017,11,29
United Kingdom,15917.0,489863,3.45,21484,1,2017,11,29
United Kingdom,15917.0,489863,2.95,21480,1,2017,11,29
United Kingdom,15917.0,489863,1.9500000000000002,47591C,1,2017,11,29
United Kingdom,14987.0,489864,7.95,22415,1,2017,11,29
United Kingdom,14987.0,489864,2.55,21733,8,2017,11,29
United Kingdom,14987.0,489864,2.55,85123A,6,2017,11,29
United Kingdom,14080.0,489865,12.75,20748,1,2017,11,29
United Kingdom,14080.0,489865,8.5,22192,1,2017,11,29
United Kingdom,14080.0,489865,8.5,22191,1,2017,11,29
United Kingdom,14080.0,489865,16.95,46775B,2,2017,11,29
United Kingdom,14080.0,489865,6.95,22119,2,2017,11,29
United Kingdom,15917.0,489863,1.25,21357,1,2017,11,29
United Kingdom,15917.0,489863,1.25,21354,1,2017,11,29
United Kingdom,15917.0,489863,0.42,21916,1,2017,11,29
United Kingdom,15917.0,489863,1.9500000000000002,47591D,1,2017,11,29
United Kingdom,,489857,4.3,22141,2,2017,11,29
United Kingdom,,489857,3.43,22142,1,2017,11,29
United Kingdom,,489857,4.3,22143,1,2017,11,29
United Kingdom,,489857,4.3,22145,4,2017,11,29
United Kingdom,,489857,3.43,22147,2,2017,11,29
United Kingdom,,489857,4.3,22149,1,2017,11,29
United Kingdom,,489857,0.87,22153,3,2017,11,29
United Kingdom,,489857,0.87,22155,3,2017,11,29
United Kingdom,,C489859,69.57,M,0,2017,11,29
United Kingdom,,C489860,8.5,90029,3,2017,11,29
United Kingdom,14080.0,489865,5.95,22121,2,2017,11,29
United Kingdom,,489861,1.24,21669,8,2017,11,29
United Kingdom,,489861,2.95,21695,4,2017,11,29
United Kingdom,,489861,0.64,22335,6,2017,11,29
United Kingdom,,489861,0.64,22336,6,2017,11,29
United Kingdom,,489861,0.0,DOT,1,2017,11,29
United Kingdom,,489861,6.75,20685,1,2017,11,29
United Kingdom,17809.0,489862,0.85,72598,4,2017,11,29
United Kingdom,17809.0,489862,5.45,79342B,16,2017,11,29
United Kingdom,17809.0,489862,5.45,79323P,6,2017,11,29
United Kingdom,17809.0,489862,5.45,79323W,18,2017,11,29
United Kingdom,15917.0,489863,1.65,20725,1,2017,11,29
United Kingdom,,489861,1.24,21670,8,2017,11,29
United Kingdom,14080.0,489865,5.95,21754,2,2017,11,29
United Kingdom,14080.0,489865,5.95,21756,4,2017,11,29
United Kingdom,14080.0,489865,4.95,22118,2,2017,11,29
United Kingdom,16200.0,489866,1.65,22296,12,2017,11,29
United Kingdom,16200.0,489866,1.65,22064,1,2017,11,29
United Kingdom,16200.0,489866,0.65,22335,1,2017,11,29
United Kingdom,16200.0,489866,2.1,85170D,2,2017,11,29
United Kingdom,16200.0,489866,2.95,21733,11,2017,11,29
United Kingdom,16200.0,489866,2.95,85123A,10,2017,11,29
United Kingdom,16200.0,489866,2.95,84247J,1,2017,11,29
United Kingdom,16200.0,489866,0.42,84249D,12,2017,11,29
United Kingdom,16200.0,489866,4.95,85232A,1,2017,11,29
United Kingdom,16200.0,489866,2.1,85053,1,2017,11,29
United Kingdom,16200.0,489866,0.65,21665,17,2017,11,29
United Kingdom,16200.0,489866,4.95,35241,1,2017,11,29
United Kingdom,16200.0,489866,0.85,84971S,2,2017,11,29
United Kingdom,16200.0,489866,0.42,85199S,10,2017,11,29
United Kingdom,16200.0,489866,0.65,85199L,6,2017,11,29
United Kingdom,16200.0,489866,2.95,35979,1,2017,11,29
United Kingdom,16200.0,489866,1.45,37446,1,2017,11,29
United Kingdom,16200.0,489866,1.65,22055,1,2017,11,29
United Kingdom,16200.0,489866,1.25,22253,3,2017,11,29
United Kingdom,16200.0,489866,2.1,35962,2,2017,11,29
United Kingdom,16200.0,489866,1.49,37447,1,2017,11,29
United Kingdom,16200.0,489866,0.85,84832,15,2017,11,29
United Kingdom,16200.0,489866,0.85,85061W,10,2017,11,29
United Kingdom,,489857,11.26,22138,2,2017,11,29
United Kingdom,16200.0,489866,4.65,84705D,2,2017,11,29
United Kingdom,16200.0,489866,1.25,21877,6,2017,11,29
United Kingdom,14080.0,489865,1.25,21114,5,2017,11,29
United Kingdom,14080.0,489865,4.95,22111,3,2017,11,29
United Kingdom,14080.0,489865,3.75,21479,1,2017,11,29
United Kingdom,14080.0,489865,3.75,84029G,3,2017,11,29
United Kingdom,14080.0,489865,1.65,22068,2,2017,11,29
United Kingdom,14080.0,489865,2.95,20913,2,2017,11,29
United Kingdom,14080.0,489865,12.75,84968F,1,2017,11,29
United Kingdom,14080.0,489865,1.49,72756,4,2017,11,29
United Kingdom,14080.0,489865,14.95,20747,1,2017,11,29
United Kingdom,16200.0,489866,4.25,20692,1,2017,11,29
United Kingdom,16200.0,489866,2.95,84032B,2,2017,11,29
United Kingdom,16200.0,489866,1.25,84971L,4,2017,11,29
United Kingdom,16200.0,489866,2.1,82583,2,2017,11,29
United Kingdom,16200.0,489866,2.95,21164,1,2017,11,29
United Kingdom,16200.0,489866,1.25,82552,5,2017,11,29
United Kingdom,16200.0,489866,1.25,82551,5,2017,11,29
United Kingdom,16200.0,489866,1.25,85151,5,2017,11,29
United Kingdom,16200.0,489866,3.45,22113,2,2017,11,29
United Kingdom,16200.0,489866,4.95,21485,2,2017,11,29
United Kingdom,16200.0,489866,2.95,21482,1,2017,11,29
United Kingdom,16200.0,489866,2.95,21481,2,2017,11,29
United Kingdom,16200.0,489866,4.25,20693,1,2017,11,29
United Kingdom,16200.0,489866,0.85,47578A,8,2017,11,29
United Kingdom,14980.0,489833,1.25,20718,1,2017,11,29
United Kingdom,14527.0,489792,2.95,21481,2,2017,11,29
United Kingdom,14980.0,489833,1.69,21655,2,2017,11,29
United Kingdom,13269.0,489784,0.85,22346,12,2017,11,29
United Kingdom,13269.0,489784,0.85,22345,12,2017,11,29
United Kingdom,13269.0,489784,0.85,22343,12,2017,11,29
United Kingdom,14653.0,489785,0.21,17084R,4,2017,11,29
United Kingdom,14653.0,489785,0.29,21981,2,2017,11,29
United Kingdom,14653.0,489785,1.45,72741,9,2017,11,29
United Kingdom,14653.0,489785,1.49,72756,9,2017,11,29
United Kingdom,14653.0,489785,0.42,84670,18,2017,11,29
United Kingdom,14653.0,489785,2.55,84347,9,2017,11,29
United Kingdom,14653.0,489785,0.29,21981,2,2017,11,29
United Kingdom,14653.0,489785,5.45,21839,1,2017,11,29
United Kingdom,14653.0,489785,5.45,21838,1,2017,11,29
United Kingdom,14653.0,489785,4.25,21411,2,2017,11,29
United Kingdom,14653.0,489785,2.12,72529W,1,2017,11,29
United Kingdom,14653.0,489785,0.29,21983,6,2017,11,29
United Kingdom,14653.0,489785,0.29,21986,6,2017,11,29
United Kingdom,14653.0,489785,1.9500000000000002,21822,12,2017,11,29
United Kingdom,14653.0,489785,0.85,21818,6,2017,11,29
United Kingdom,14653.0,489785,12.75,85066,2,2017,11,29
United Kingdom,14653.0,489785,4.95,21770,1,2017,11,29
United Kingdom,14653.0,489785,7.95,85135A,1,2017,11,29
United Kingdom,13269.0,489784,0.85,22344,12,2017,11,29
United Kingdom,13269.0,489783,0.38,79328,8,2017,11,29
United Kingdom,13269.0,489783,1.45,22198,8,2017,11,29
United Kingdom,13269.0,489783,1.9500000000000002,21490,6,2017,11,29
United Kingdom,17189.0,489782,0.29,21986,12,2017,11,29
United Kingdom,17189.0,489782,1.25,20941,12,2017,11,29
United Kingdom,17189.0,489782,2.1,21647,12,2017,11,29
United Kingdom,17189.0,489782,2.1,72267,8,2017,11,29
United Kingdom,17189.0,489782,2.95,20940,6,2017,11,29
United Kingdom,17189.0,489782,2.55,84007,10,2017,11,29
United Kingdom,17189.0,489782,1.69,17109A,4,2017,11,29
United Kingdom,17189.0,489782,1.69,17109C,4,2017,11,29
United Kingdom,17189.0,489782,1.25,22315,2,2017,11,29
United Kingdom,17189.0,489782,1.49,72756,9,2017,11,29
United Kingdom,14653.0,489785,7.95,85135B,1,2017,11,29
United Kingdom,17189.0,489782,2.95,20998,4,2017,11,29
United Kingdom,17189.0,489782,2.1,20751,1,2017,11,29
United Kingdom,17189.0,489782,2.1,20752,3,2017,11,29
United Kingdom,17189.0,489782,2.1,20754,1,2017,11,29
United Kingdom,17189.0,489782,2.1,20753,2,2017,11,29
United Kingdom,17189.0,489782,2.1,20751,1,2017,11,29
United Kingdom,17189.0,489782,2.55,21556,3,2017,11,29
United Kingdom,13269.0,489783,1.25,21025,10,2017,11,29
United Kingdom,13269.0,489783,1.25,21026,9,2017,11,29
United Kingdom,13269.0,489783,1.25,20960,10,2017,11,29
United Kingdom,13269.0,489783,1.25,20966,10,2017,11,29
United Kingdom,17189.0,489782,1.65,21645,11,2017,11,29
United Kingdom,17189.0,489782,0.29,21981,12,2017,11,29
United Kingdom,14653.0,489785,1.25,22095,2,2017,11,29
